,0,1,2,3,4,5
0,100.0,0.0,0.0,0.0,85.09830562659846,0.4540220989900477
1,100.0,0.0,0.0,0.0,85.12428069053709,0.37183090693810406
2,100.0,0.0,0.0,0.0,85.10869565217392,0.3368123471736908
3,100.0,0.0,0.0,0.0,85.14506074168798,0.33893708621754365
4,100.0,76.47058823529412,5.042528489346602,9.403448781965407,85.88554987212275,0.3208511690883076
5,100.0,67.64137822961352,41.88340449085304,50.9046748519825,88.13139386189258,0.30757436682196226
6,100.0,64.70588235294117,6.896494963786896,12.320839312834199,86.06857416879797,0.29797325502423677
7,100.0,83.99159663865547,28.731439281449973,41.40062957180295,88.53021099744245,0.2937851556960274
8,100.0,90.68627450980392,16.473670836600693,27.091672086557,87.51918158567776,0.2793868113966549
9,100.0,17.647058823529413,1.073403720462544,2.0197552705292643,85.28732416879797,0.27195490721394033
10,100.0,79.22598213619885,55.66038782281962,64.55628661617513,91.17567135549872,0.28408193675910726
11,100.0,84.8622945681769,53.4060428137693,64.5717543203177,91.63523017902814,0.25269244698917165
12,100.0,94.11764705882352,15.953471870609008,26.578685870651075,87.50879156010231,0.25233810789444866
13,100.0,100.0,29.532293140060396,44.0303448953968,89.72506393861892,0.23267672517720392
14,100.0,100.0,12.803633900246536,22.27728345657043,87.02925191815856,0.2101164013147354
15,100.0,97.8921568627451,51.283575471655965,66.38880936312532,92.56993286445012,0.21213526848484487
16,100.0,86.33614077687582,80.51279484097414,82.85536349440213,95.13307225063939,0.18495545667760513
17,100.0,88.84336123113212,86.02138738491246,87.23020680972418,96.31313938618926,0.17654402729342966
18,100.0,100.0,19.76763869683509,32.39948343520987,88.0047154731458,0.17592466228148518
19,100.0,99.41176470588235,63.638166102762305,77.15964806599922,94.51486572890025,0.17441988780218012
20,100.0,100.0,60.09910848703379,74.75936894589718,94.04052109974424,0.1445649967474096
21,100.0,100.0,52.13332350484053,67.50781166910673,92.94277493606138,0.12705388971987894
22,100.0,60.89213782643574,97.67303534604572,74.71242741343065,90.15944693094629,0.14053442548303044
23,100.0,99.20149055097153,85.42146756780588,91.70187082659564,97.6918158567775,0.1429291744442547
24,100.0,100.0,53.20935899286441,68.76991158094566,93.08064258312021,0.13438447937369347
25,100.0,100.0,38.192625788533725,53.998867779374784,90.7664641943734,0.10752214228405672
26,100.0,98.26686300343589,95.46459794488982,96.76764785118466,99.08088235294117,0.09089056139483172
27,100.0,100.0,88.0226615317603,93.42578634897363,98.24328644501279,0.07464691711699262
28,100.0,99.74424552429669,94.46569522949848,96.96457097047069,99.08088235294117,0.07329064410398989
29,100.0,100.0,94.96298387602738,97.34680599542793,99.30027173913044,0.05693773706169689
30,100.0,100.0,93.58059847980114,96.55353907103232,99.12683823529412,0.055014402441242165
31,100.0,99.48752228163994,98.73884045596849,99.09598541223045,99.72426470588235,0.04941807227099643
32,100.0,88.67449922297739,100.0,93.86773497293896,98.06465792838875,0.04910388621775543
33,100.0,99.23949579831933,98.8116458704694,98.98519070621624,99.67830882352942,0.07572628470028148
34,100.0,99.03086593489071,98.68199911543564,98.8310252143452,99.67830882352942,0.05452863784397349
35,100.0,99.42577030812325,98.45051234475036,98.90976232439648,99.67311381074168,0.04626781679689884
36,100.0,100.0,98.98692810457516,99.47826345392268,99.86213235294117,0.028966912944965503
37,100.0,100.0,99.18795801148742,99.58414607615754,99.86213235294117,0.028095823329161194
38,100.0,100.0,100.0,100.0,100.0,0.023025236969046733
39,100.0,100.0,96.70325376527424,98.26264867049058,99.49448529411765,0.022913638118873623
40,100.0,100.0,97.8596256684492,98.88764508053787,99.67830882352942,0.025269636993899065
41,100.0,100.0,100.0,100.0,100.0,0.021961721317733034
42,100.0,100.0,99.4385026737968,99.71237153179699,99.90808823529412,0.01840146483086488
43,100.0,100.0,99.06286043829297,99.51833731558386,99.86213235294117,0.013175763956764164
44,100.0,100.0,100.0,100.0,100.0,0.01378881627255503
45,100.0,100.0,100.0,100.0,100.0,0.01395757740144344
46,100.0,100.0,100.0,100.0,100.0,0.009050682789700873
47,100.0,100.0,100.0,100.0,100.0,0.009256036623435862
48,100.0,100.0,100.0,100.0,100.0,0.007677256157073905
49,100.0,100.0,100.0,100.0,100.0,0.007155918543610503
50,100.0,100.0,100.0,100.0,100.0,0.006705675000215278
51,100.0,100.0,100.0,100.0,100.0,0.006165746791178689
52,100.0,100.0,100.0,100.0,100.0,0.005414945867789143
53,100.0,100.0,100.0,100.0,100.0,0.005700240651255145
54,100.0,100.0,100.0,100.0,100.0,0.0057601682869169646
55,100.0,100.0,100.0,100.0,100.0,0.004558853147660985
56,100.0,100.0,100.0,100.0,100.0,0.00569343680570669
57,100.0,100.0,100.0,100.0,100.0,0.004083094282952302
58,100.0,100.0,100.0,100.0,100.0,0.0037052088334937304
59,100.0,100.0,100.0,100.0,100.0,0.0033903202891130656
